,sample_size_pergroup,sample_size,pvalue,coefficient,M
301,18,18,0.826993598618663,-0.022332675061710903,1
302,18,18,0.9115938790799002,0.011141275157511185,1
303,18,18,0.12933413722268675,-0.1312349086021471,1
304,18,18,0.964238986228064,0.004042085554695479,1
305,18,18,0.10693950952021433,-0.08940816550016592,1
306,18,18,0.6024875319079672,-0.04282919111819478,1
307,18,18,0.23481492460535347,-0.12318578232665378,1
308,18,18,0.014900279504485052,-0.2528096923523624,1
309,18,18,0.6485694620563254,-0.056990826071707384,1
310,18,18,0.3127292287135388,-0.11343065093537824,1
311,18,18,0.4914881501173245,-0.048993274744190136,1
312,18,18,0.3520648285864344,-0.08304104126429486,1
313,18,18,0.6254004003897546,-0.04473656621297282,1
314,18,18,0.5545438119848225,0.046991493740435285,1
315,18,18,0.13189927868165005,-0.13882286010721742,1
316,18,18,0.3449535529199752,-0.08779438666236077,1
317,18,18,0.012496628338400867,-0.23327200942333798,1
318,18,18,0.27301413430098276,-0.10785684551945285,1
319,18,18,0.022619347738932743,-0.17879434171120343,1
320,18,18,0.9721785495587574,0.003037331971757298,1
321,18,18,0.14325281562682712,-0.1461145378322345,1
322,18,18,0.942449269752187,-0.008326866014898298,1
323,18,18,0.3469876824565953,-0.08842041076294657,1
324,18,18,0.09516827413540811,-0.1464581188048442,1
325,18,18,0.133575769301321,-0.13310332260320212,1
326,18,18,0.8571198090303812,-0.018768463092111477,1
327,18,18,0.7416671688858854,-0.028203049603415218,1
328,18,18,0.005269597252346113,-0.1642758442205252,1
329,18,18,0.028447955810626778,-0.23054607700074015,1
330,18,18,0.056760978841873186,-0.15232667045297485,1
331,18,18,0.9881699441236076,-0.0011416629651730401,1
332,18,18,0.06950777084256198,-0.15687283478903127,1
333,18,18,0.12838206879473119,-0.15169841672834786,1
334,18,18,0.0258291758392027,-0.24556144018023496,1
335,18,18,0.051956647175775125,-0.1608129357573297,1
336,18,18,0.03337534728910571,-0.17434977377691244,1
337,18,18,0.028465166060370608,-0.19950006386217536,1
338,18,18,0.2601204080090046,-0.10898473721036404,1
339,18,18,0.2978822980931264,-0.09854995214952972,1
340,18,18,0.3359322397223118,-0.060946768837684635,1
341,18,18,0.1720877868207784,-0.15848715142630837,1
342,18,18,0.1425272168193951,-0.1549389205072269,1
343,18,18,0.00787626289327314,-0.21278561006843913,1
344,18,18,0.13947809466577663,-0.1336348981698028,1
345,18,18,0.6043845945086361,0.04668417785049989,1
346,18,18,0.021135398018451688,-0.20756821892974117,1
347,18,18,0.0019168446912372931,-0.25615530856473845,1
348,18,18,0.013342779791073336,-0.18574248906565813,1
349,18,18,0.6688004262402059,0.03258048585183994,1
350,18,18,0.7620047708516792,0.023441289935628152,1
351,18,18,0.6397085820159432,-0.035839572153514555,1
352,18,18,0.2333134703423535,0.09719795768033168,1
353,18,18,0.0008769751551435549,-0.29598737684151843,1
354,18,18,0.20225924530852757,-0.08641252269119346,1
355,18,18,0.009486036331881763,-0.19612102639994933,1
356,18,18,0.6372437289987247,-0.030363863725402278,1
357,18,18,0.08735616487602604,-0.161622802424062,1
358,18,18,0.00227858662789005,-0.19384071844704454,1
359,18,18,0.00967585517242269,-0.17952675923495154,1
360,18,18,0.1741372829566743,-0.1380050863600505,1
361,18,18,0.3419351548986863,-0.07973900000584715,1
362,18,18,0.019790968860562246,-0.17086158394575626,1
363,18,18,0.5992884692671883,-0.0478908413539762,1
364,18,18,0.837124357667219,0.01800958118360847,1
365,18,18,0.05964902063781571,-0.19196103252263802,1
366,18,18,0.0944389598306901,-0.11910400674869177,1
367,18,18,0.37370618975728365,-0.06313903188748693,1
368,18,18,0.6051935052120005,0.0396135284735788,1
369,18,18,0.308844332715018,-0.10045997782965393,1
370,18,18,0.20551103087163125,-0.08534321465038358,1
371,18,18,0.19884430413003495,-0.10997545299243872,1
372,18,18,0.7897016774068181,-0.025079807536375575,1
373,18,18,0.9735899979441248,0.002744689001996695,1
374,18,18,0.509971495392644,-0.05091467855441341,1
375,18,18,0.695021704742029,-0.035283334062404234,1
376,18,18,0.8775252235610793,0.014466395263461114,1
377,18,18,0.2801578465321639,-0.08989033601619356,1
378,18,18,0.7422001102749802,0.022503694135622435,1
379,18,18,0.07737640621753032,-0.17616739352061564,1
380,18,18,0.04649049541486308,-0.1666842109332853,1
381,18,18,0.2490582175987227,-0.09558580458062464,1
382,18,18,0.052773369183192725,-0.22834373539888453,1
383,18,18,0.003916874087669647,-0.26875240726425276,1
384,18,18,0.13997385705797796,-0.136869738687766,1
385,18,18,0.42841489718311854,-0.053946480098317276,1
386,18,18,0.8277460645424435,-0.018391820407652516,1
387,18,18,0.06523752146024055,-0.13562142587448475,1
388,18,18,6.124365774301635e-09,-0.39938565407999016,1
389,18,18,0.5810911633864602,-0.055383519655441915,1
390,18,18,0.06975350401020153,-0.1841501424524667,1
391,18,18,0.24449349350788196,-0.10407103514964275,1
392,18,18,0.9884137988414915,-0.0013268311397167654,1
393,18,18,0.4298995989049924,0.0588145816200859,1
394,18,18,0.2568188737818107,-0.07360973198107966,1
395,18,18,0.5419463579766337,-0.05721633662843079,1
396,18,18,0.6860122498685478,-0.03286193174356327,1
397,18,18,0.8681731427501074,-0.014523260105947941,1
398,18,18,0.00011404526565413589,-0.28548814863393646,1
399,18,18,0.4520383682269431,0.05061650717043522,1
400,18,18,0.44457683693863725,-0.066164036864015,1
401,18,18,0.12201909833657537,-0.1721636021995708,1
402,18,18,0.19632664697801583,-0.10358810443246694,1
403,18,18,0.04861192724519976,-0.15138731562801486,1
404,18,18,0.09457735127723929,-0.12863361647734806,1
405,18,18,0.8125592756497643,0.020903476233325145,1
406,18,18,3.5605922908206615e-07,-0.38528545269863074,1
407,18,18,0.03811774192167923,-0.1825596695526009,1
408,18,18,0.6631968415288761,0.03483347705251777,1
409,18,18,0.6667912032264176,-0.035930757073468184,1
410,18,18,0.05652615464260595,-0.12844286534182822,1
411,18,18,0.8603058316523726,0.01605739531805201,1
412,18,18,0.8635135916565342,0.01611816425451994,1
413,18,18,0.010195571946840747,-0.2603535550247926,1
414,18,18,1.8333492989099757e-06,-0.2977336000277413,1
415,18,18,0.0017933975847393318,-0.26538001761628166,1
416,18,18,0.00010293886658760527,-0.2639493380219784,1
417,18,18,0.6216161998589703,-0.0347639457123417,1
418,18,18,0.11989447839050246,-0.13916232128810005,1
419,18,18,0.3555195558011466,-0.10095381059943469,1
420,18,18,0.018511215279886417,-0.1325281113670404,1
421,18,18,0.1491894341575769,-0.13254636327360214,1
422,18,18,0.008272166573272276,-0.27343970998894496,1
423,18,18,0.00504578032032049,-0.21385433688439592,1
424,18,18,0.3597665275673839,-0.07526244701223038,1
425,18,18,0.13422808523354476,-0.07952920375639996,1
426,18,18,0.9588992572577297,-0.0038342051338281858,1
427,18,18,0.3051513630316497,-0.1007781533343877,1
428,18,18,0.07604051818291764,-0.17746994013496756,1
429,18,18,0.0016255578302416282,-0.3072157334289007,1
430,18,18,0.3794587701012365,-0.07451565398241794,1
431,18,18,0.0007353794159398161,-0.25413236709126047,1
432,18,18,0.07354294275680551,-0.1636387688468594,1
433,18,18,0.6433724512937493,-0.03593386865215175,1
434,18,18,0.5549802019522783,-0.06015545347158476,1
435,18,18,0.05384998311217773,-0.15774812490734663,1
436,18,18,0.0017610907473256515,-0.15495984195753734,1
437,18,18,0.3549531418324855,-0.06685400633124645,1
438,18,18,0.736796799546549,-0.028109850755940975,1
439,18,18,0.04242699569887227,-0.20100248556954892,1
440,18,18,0.3327951579173214,-0.06602672886716757,1
441,18,18,0.09571322493332758,-0.15708771149961223,1
442,18,18,0.015058524639760986,-0.22491647828316946,1
443,18,18,0.3363473393550377,-0.10557641466945039,1
444,18,18,0.28757661935217305,-0.06354848674583294,1
445,18,18,0.08261729308909331,-0.15105079319754733,1
446,18,18,0.959255110052218,0.004390267156880411,1
447,18,18,0.101574136543188,-0.1529729113757055,1
448,18,18,0.0038524553491674513,-0.25197058519578064,1
449,18,18,0.3340094107708256,0.07690756934412821,1
450,18,18,0.9342539930743867,-0.008513835118873778,1
451,18,18,0.996790778983389,-0.0003748650690567559,1
452,18,18,0.0146224178797371,-0.32910295305842513,1
453,18,18,0.8818345733276592,-0.012875849029547096,1
454,18,18,4.330028038320312e-05,-0.31505796288476784,1
455,18,18,0.18262624506140002,-0.09094039045103207,1
456,18,18,0.21789562359087833,-0.09314702837425727,1
457,18,18,0.6196285547052585,0.057041284870149984,1
458,18,18,0.02820530389102602,-0.19510432784892381,1
459,18,18,0.2752833347878063,-0.07181093364228511,1
460,18,18,0.024228419250053562,-0.15402177609181794,1
461,18,18,0.0017392593603190022,-0.20925150700147394,1
462,18,18,0.003091168862625558,-0.2147114247015401,1
463,18,18,0.46767796925632454,-0.078038246525794,1
464,18,18,0.71538022246603,-0.03626531322128555,1
465,18,18,0.5655383166257066,-0.042404417262019455,1
466,18,18,0.17475145560731176,-0.14039751252304228,1
467,18,18,0.8213548857454456,-0.016093742610472347,1
468,18,18,0.562874444176492,-0.048212843257164156,1
469,18,18,0.7396814880526732,0.028405691938381702,1
470,18,18,0.003057000490896946,-0.20905200814732752,1
471,18,18,0.02413406236227552,-0.19494996134372458,1
472,18,18,0.14708015073190997,-0.08372067030992121,1
473,18,18,0.021182582239990286,-0.22502819829524393,1
474,18,18,0.043420592355164836,-0.2250170673115688,1
475,18,18,0.5009913016967091,-0.05456316594027694,1
476,18,18,0.021956257600851535,-0.24972393371417306,1
477,18,18,0.0032607083221510708,-0.21277395182275696,1
478,18,18,0.20633991536326413,-0.10531974699791247,1
479,18,18,0.38236254991910656,-0.08839253755304256,1
480,18,18,0.0656833234635922,-0.1744976270440828,1
481,18,18,0.012873524124302267,-0.17857997591049252,1
482,18,18,0.9857086341109974,-0.0016864719249292616,1
483,18,18,0.1039832864352778,-0.12511088753854724,1
484,18,18,0.11414397254481203,-0.17297424343138912,1
485,18,18,0.7842791449329889,-0.02250749537483831,1
486,18,18,0.026347771718073138,-0.17825811712555328,1
487,18,18,0.5910048016692868,-0.045003772008400174,1
488,18,18,0.39215250095528187,-0.08934649968113309,1
489,18,18,0.9941444761427718,-0.0005296029428767886,1
490,18,18,0.29645120721838747,-0.09271908726255929,1
491,18,18,0.11519683592181584,-0.13139699868237406,1
492,18,18,0.07904264989091997,-0.16818760965214555,1
493,18,18,0.10253857791122306,-0.14873327418908,1
494,18,18,0.5425594130597864,-0.056990839552693316,1
495,18,18,0.14947712672105326,-0.13061945364437313,1
496,18,18,0.00798858618382228,-0.22084887693479507,1
497,18,18,0.3462083555472746,-0.0767417644462761,1
498,18,18,0.18254078367571813,-0.11396658155887021,1
499,18,18,0.19970375992695433,-0.11283380523693277,1
500,18,18,0.3764747258083402,-0.09126515947976954,1
501,18,18,0.020535449125747188,-0.17431994931457176,1
502,18,18,0.12115080641828314,-0.08536179786740475,1
503,18,18,0.20324977705746672,-0.15782104707050001,1
504,18,18,0.10965876119259606,-0.156267929158453,1
505,18,18,0.45594346562430776,-0.08386818612366,1
506,18,18,0.07140809711847321,-0.14030861222996346,1
507,18,18,0.0003930651185666834,-0.28921244998795353,1
508,18,18,0.0841391625057654,-0.13086644117010546,1
509,18,18,0.3809495787328091,-0.0824558664288807,1
510,18,18,0.0007990291623881232,-0.20563774126542228,1
511,18,18,0.35986642714030714,-0.08454592328417318,1
512,18,18,0.0029417597549912197,-0.2419910578776013,1
513,18,18,0.0893347890652306,-0.16131794761155352,1
