,pvalue,M
0,2.257269873048286e-06,2
1,0.010219443267347797,2
2,0.00018572525521541505,2
3,0.01749533115107529,2
4,0.01792730173983211,2
5,0.07110224068620356,2
6,0.025708586306139536,2
7,0.042430577874321355,2
8,0.00690471210264965,2
9,0.0031132978878226,2
10,3.785153711202263e-06,3
11,0.006836377342147527,3
12,0.00010801879677215393,3
13,0.015229542945725077,3
14,0.00442081166958642,3
15,0.06926764552222434,3
16,0.015537889662362943,3
17,0.019415695321189922,3
18,0.0031495107102064903,3
19,0.0019346598624161472,3
20,7.977520420358822e-06,4
21,0.010773509329717402,4
22,0.00012709725055908483,4
23,0.01681421159603461,4
24,0.003949978314541666,4
25,0.048171134183000376,4
26,0.01153630009019594,4
27,0.024349580245192962,4
28,0.005575635243330352,4
29,0.001845902530083552,4
30,5.3440427931063625e-06,5
31,0.010067559830705801,5
32,0.00012522016287498634,5
33,0.010925668132401393,5
34,0.004654397810602631,5
35,0.03802116646491043,5
36,0.009406854992570534,5
37,0.01412857779831204,5
38,0.004659734919838172,5
39,0.0016270908831047069,5
40,7.865732697127988e-06,6
41,0.009709695152845296,6
42,0.00013339199127114878,6
43,0.009161306832333495,6
44,0.003169977669815836,6
45,0.024630658002641866,6
46,0.0069000722572484,6
47,0.01878481670528896,6
48,0.007060597853665148,6
49,0.0016482687729506829,6
50,5.8772803381864845e-06,7
51,0.007700738442299939,7
52,8.275900186715634e-05,7
53,0.0068885000207663085,7
54,0.002738931586889131,7
55,0.03219101778261158,7
56,0.010793086039601458,7
57,0.020015652495246852,7
58,0.009459895653851566,7
59,0.001828814174210757,7
60,4.280670039138579e-06,8
61,0.005252659397349255,8
62,4.6539926692022885e-05,8
63,0.004954313235596781,8
64,0.002171742566671883,8
65,0.02709094952299057,8
66,0.011231454224921432,8
67,0.022378895927106693,8
68,0.01071152008112585,8
69,0.0018054617373475512,8
70,3.750377746231336e-06,9
71,0.005456251935643184,9
72,7.220412116838638e-05,9
73,0.00480654788330356,9
74,0.0024497612107028614,9
75,0.025021233287523485,9
76,0.009375725013448046,9
77,0.019794519701693058,9
78,0.011618831355785428,9
79,0.0018073559969711914,9
80,2.91693372783645e-06,10
81,0.004937229741062233,10
82,6.0193220582222855e-05,10
83,0.0043125509611480735,10
84,0.0020023380647639223,10
85,0.024309831395932752,10
86,0.007111836948584594,10
87,0.01537768034013753,10
88,0.011090225763503537,10
89,0.0023005006644326014,10
90,3.3491960368575756e-06,11
91,0.004507811357361839,11
92,5.9182603904755464e-05,11
93,0.0039931061059193945,11
94,0.001991506060541102,11
95,0.019916045807215964,11
96,0.004672065265616343,11
97,0.011845167953436262,11
98,0.009966948095048327,11
99,0.0019579645003955128,11
